FullState,Jeweller,Address,City,StateCode,Zip
 Abbeville,G E Morgan Jeweler," 108 W Court Sq,"," Abbeville,", AL , 36310
 Abbeville,Court Square Jewelers Inc," 632 Dothan Rd,"," Abbeville,", AL , 36310
 Abbeville,John's Jewelry," 7 Grove St,"," Headland,", AL , 36345
 Abbeville,Whitlock Jewelry Store," 124 E Broad St,"," Eufaula,", AL , 36027
 Abbeville,Johnston Jewelry Store," 141 E Broad St,"," Eufaula,", AL , 36027
 Abbeville,Christopher's Diamond & Jewelry Salon," 2373 S US Highway 231,"," Ozark,", AL , 36360
 Abbeville,Harbin Jewelers," 1394 S US Highway 231 Ste 7,"," Ozark,", AL , 36360
 Abbeville,Show Gun & Pawn Inc," 1120 Andrews Ave,"," Ozark,", AL , 36360
 Abbeville,Zales," 900 Commons Dr,"," Dothan,", AL , 36303
 Abbeville,Kay Jewelers," 900 Commons Dr Suite 301,"," Dothan,", AL , 36303
 Abbeville,Marks & Morgan Jewelers," 900 Commons Dr Suite 803,"," Dothan,", AL , 36303
 Abbeville,Saad Nick & Co," 3201 Montgomery Hwy Ste 1,"," Dothan,", AL , 36303
 Abbeville,Wicked Scents," 142 Single St Apt 4,"," Dothan,", AL , 36303
 Ardmore,Hobbs Jewelers," 26557 Main St,"," Ardmore,", TN , 38449
 Ardmore,Uncle Sam's Pawn Shop," 8998 Hwy 53,"," Toney,", AL , 35773
 Ardmore,Moon Dust Silver," 129 Williams Rd,"," Toney,", AL , 35773
 Ardmore,True Quality Jewelry," 8 Bronte Dr,"," Taft,", TN , 38488
 Ardmore,Vida," 111 Populus Dr,"," Harvest,", AL , 35749
 Ardmore,Sprays Jewelers," 1822 Huntsville Hwy,"," Fayetteville,", TN , 37334
 Ardmore,Sabghi Jewelers," 1302 Huntsville Hwy,"," Fayetteville,", TN , 37334
 Ardmore,Joy & Company," 214 Main Ave S,"," Fayetteville,", TN , 37334
 Ardmore,Parks Jewelers," 119 Market St E,"," Fayetteville,", TN , 37334
 Arab,Magnolia Jewelers," 204 N Brindlee Mountain Pkwy,"," Arab,", AL , 35016
 Arab,Arab Jewelry & Pawn Shop," 50 N Main St,"," Arab,", AL , 35016
 Arab,Kingsworld Jewelry," 748 Midway Rd,"," Union Grove,", AL , 35175
 Arab,Guntersville Pawn," 12777 US Highway 431,"," Guntersville,", AL , 35976
 Arab,Swords Jewelry," 384 Gunter Ave,"," Guntersville,", AL , 35976
 Arab,Griffins Jewelers," 11611 US Highway 431,"," Guntersville,", AL , 35976
 Arab,Mamabear's Baubles," 144 Pine Ridge Rd,"," Laceys Spring,", AL , 35754
 Arab,Joe's Pawn Shop," 11411 US Highway 431,"," Albertville,", AL , 35950
 Annemanie,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Annemanie,Roy's Fine Jewelry," 30 Broad St,"," Selma,", AL , 36701
 Annemanie,Truax & Co," 125 Broad St,"," Selma,", AL , 36701
 Annemanie,Gold Center," 1391 E Highland Ave Ste 137,"," Selma,", AL , 36703
 Annemanie,Jewelry Kingdom," 1391 E Highland Ave,"," Selma,", AL , 36703
 Annemanie,Lorch Diamond Center," 1391 E Highland Ave,"," Selma,", AL , 36703
 Annemanie,It's Fashion Metro," 1324 E Highland Ave,"," Selma,", AL , 36703
 Annemanie,Jessie James Jewelry," 1306 Water Ave,"," Selma,", AL , 36703
 Annemanie,Teja's," 121 Broad St,"," Selma,", AL , 36701
 Annemanie,Jewelry Center," 1391 E Highland Ave # 134A,"," Selma,", AL , 36703
 Annemanie,Holland Doris Diamond & Jewelry Salon," 2603 Citizens Pkwy,"," Selma,", AL , 36701
 Annemanie,Doris Hollands Diamond & Jwlry," 3573 County Road 65,"," Valley Grande,", AL , 36701
 Annemanie,Lisenbe Jeweler," 25 Wilson Ave W,"," Thomasville,", AL , 36784
 Anniston,Kay Jewelers," 1301 Cambridge Pl,"," Anniston,", AL , 36207
 Anniston,Mike's Treasure Chest," 117 E 17th St,"," Anniston,", AL , 36201
 Anniston,Galloway Gold Pawn & Music Shop," 5730 McClellan Blvd,"," Anniston,", AL , 36206
 Anniston,Yung Lam Jewelers," 115 E 18th St,"," Anniston,", AL , 36201
 Anniston,Midway Pawn Shop," 1934 Front St,"," Anniston,", AL , 36201
 Anniston,Gene's Inc," 2105 Quintard Ave,"," Anniston,", AL , 36201
 Anniston,Thompsons Pawn Shop," 8149 McClellan Blvd,"," Anniston,", AL , 36206
 Anniston,Gold Post Pawn and Jewelry," 8149 McClellan Blvd,"," Anniston,", AL , 36206
 Anniston,Griffin's Jewelers," 1028 Noble St,"," Anniston,", AL , 36201
 Anderson,Magnetic and Romantic Jewelry," 2300 county road 69,"," killen,", AL , 35645
 Altoona,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Altoona,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Andalusia,Cagle Jewelers & Goldsmithing," 101 S Cotton St,"," Andalusia,", AL , 36420
 Andalusia,Christopher's Diamonds and Fine Jewelry," 156 Covington Mall,"," Andalusia,", AL , 36420
 Andalusia,Cagle Jewelers & Goldsmithing," 118 E Three Notch St,"," Andalusia,", AL , 36420
 Andalusia,Sanders Fine Jewelry," 200 Westgate Plz,"," Andalusia,", AL , 36420
 Andalusia,Alabama Precious Metals," 1094 Dr M L K Jr Expy,"," Andalusia,", AL , 36420
 Andalusia,Christopher's Diamonds," 286B W Bypass,"," Andalusia,", AL , 36420
 Alton,Diamonds & Onyx Inc," 324 3rd Way,"," Pleasant Grove,", AL , 35127
 Alton,Glitz & Glam Boutique," 305 Crawford St,"," Fairfield,", AL , 35064
 Alton,Kay Jewelers," 7201 Aaron Aronov Dr Space 33,"," Fairfield,", AL , 35064
 Alton,Kay Jewelers," WESTERN Hills Mall,"," Fairfield,", AL , 35064
 Alton,Intrigue Jewelers," 7201 Aaron Aronov Dr,"," Fairfield,", AL , 35064
 Alton,Us Jewelers," 7201 Aaron Aronov Dr,"," Fairfield,", AL , 35064
 Alton,Midas Jewelers," 7201 Aaron Aronov Dr Ste 11,"," Fairfield,", AL , 35064
 Alton,KC Charms," 704 Greenbriar Rd,"," Fairfield,", AL , 35064
 Alton,Intrigue Jewelers," 7201 Aaron Aronov Dr,"," Fairfield,", AL , 35064
 Alma,Smith Jewelers," 217 Commerce St,"," Jackson,", AL , 36545
 Alma,Cauley's," 116 Commerce St,"," Jackson,", AL , 36545
 Alma,AVON INDEPENDENT SALES REPRESENTATIVE," PO. Box 767,"," Excel,", AL , 36439
 Alma,Fresh Produce," 1403 S Highway 21 Byp,"," Monroeville,", AL , 36460
 Alma,Alabama Precious Metal," 801 S Alabama Ave,"," Monroeville,", AL , 36460
 Alma,Johnson Jewelers," 56 E Claiborne St,"," Monroeville,", AL , 36460
 Alma,Hutcherson Jewelers," 23 Mayfield St,"," Monroeville,", AL , 36460
 Alma,Earle's Jewelers," 119 N Main St,"," Atmore,", AL , 36502
 Alma,State Line Pawn Shop," 300 E Church St Ste G,"," Atmore,", AL , 36502
 Alma,Lisenbe Jeweler," 25 Wilson Ave W,"," Thomasville,", AL , 36784
 Alpine,madina.kitsylane.com," 115 lane st,"," talladega,", AL , 35160
 Alpine,Griffin's Jewelers," 704 Battle St E,"," Talladega,", AL , 35160
 Alpine,It's Fashion Metro," 210 Haynes St,"," Talladega,", AL , 35160
 Alpine,Its Fashion Metro," 116 Haynes St,"," Talladega,", AL , 35160
 Alpine,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Alpine,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Alpine,Broadway Pawn," 116 W 2nd St,"," Sylacauga,", AL , 35150
 Alpine,Stacey's Jewelry," 103 E 3rd St,"," Sylacauga,", AL , 35150
 Alpine,Diamond Jewelry Co," 113 N Broadway Ave,"," Sylacauga,", AL , 35150
 Allgood,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Allgood,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Allgood,Oneonta Coin Exchange," 322 1st Ave E,"," Oneonta,", AL , 35121
 Allgood,Shirley's Fine Jewelry," 307 1st Ave E,"," Oneonta,", AL , 35121
 Allgood,D R Jewelry," 243 US Highway 11,"," Springville,", AL , 35146
 Allgood,Lady G Boutique," 8680 Old Highway 75,"," Pinson,", AL , 35126
 Allgood,Wild Sage Jewelry," 5802 Dewey Heights Rd,"," Pinson,", AL , 35126
 Allgood,J & H Diamond Jewelers," 5118 Old Springville Rd,"," Pinson,", AL , 35126
 Allgood,Elite Jewelers," 235 Main St Ste 105,"," Trussville,", AL , 35173
 Allgood,Miss Sadie's Vintage Designs," 312 Brentwood Ave,"," Trussville,", AL , 35173
 Allgood,Friedman's," 5925 Trussville Clay Rd,"," Trussville,", AL , 35173
 Allgood,Dr.jewelry," 243 US Highway 11,"," Trussville,", AL , 35173
 Allgood,Southern Jewelers Services," 7018 Gadsden Hwy Ste 108,"," Trussville,", AL , 35173
 Alexandria,Rite Way Barber & Beauty Supplies," 11 Lenlock Shopping Ctr,"," Anniston,", AL , 36279
 Alexandria,Kay Jewelers," 1301 Cambridge Pl,"," Anniston,", AL , 36207
 Alexandria,Mike's Treasure Chest," 117 E 17th St,"," Anniston,", AL , 36201
 Alexandria,Galloway Gold Pawn & Music Shop," 5730 McClellan Blvd,"," Anniston,", AL , 36206
 Alexandria,Yung Lam Jewelers," 115 E 18th St,"," Anniston,", AL , 36201
 Aliceville,Mc Guire's Jewelry," 407 S Jefferson St,"," Macon,", MS , 39341
 Aliceville,Dortch Enterprises Joyce Drtch," 4696 Butler Rd,"," Shuqualak,", MS , 39361
 Aliceville,Lee's Jewelry & Repair," 201 N Browder St,"," Columbus,", MS , 39702
 Aliceville,Diamond Pawn And Gun Shop," 2512 Main St,"," Columbus,", MS , 39701
 Aliceville,Zales," 1404 Old Aberdeen Rd Ste 3,"," Columbus,", MS , 39705
 Aliceville,Jewelry Designers Inc," 431 Wilkins Wise Rd,"," Columbus,", MS , 39705
 Aliceville,Rae's Jewelry," 110 5th St S,"," Columbus,", MS , 39701
 Aliceville,Kay Jewelers," 1908 Highway 45 N Ste 2 Ste 2,"," Columbus,", MS , 39705
 Aliceville,Jewelry Designers INC," 68 Brickerton St # 2,"," Columbus,", MS , 39701
 Aliceville,Jewelry & Gifts," 1404 Old Aberdeen Rd,"," Columbus,", MS , 39705
 Alexander City,House Jewelry Co," 119 Main St,"," Alexander City,", AL , 35010
 Alexander City,Southern Charm Jewelry A," 92 Halliana Rd,"," Alexander City,", AL , 35010
 Alexander City,Stacey's Gold Outlet," 64 Broad St,"," Alexander City,", AL , 35010
 Alexander City,Jewel's Place," 22719 Highway 22 E,"," Daviston,", AL , 36256
 Alexander City,Ann's Flowers Gifts Jewelry & Nursery," 83670 Highway 9,"," Ashland,", AL , 36251
 Alexander City,Fred's Jewelry," 83670 Highway 9,"," Ashland,", AL , 36251
 Alexander City,Tallassee Jewelry And Gifts," 5 S Ann Ave,"," Tallassee,", AL , 36078
 Alexander City,R & D Enterprises," 109 Central Blvd,"," Tallassee,", AL , 36078
 Alexander City,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Alexander City,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Alberta,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Albertville,Joe's Pawn Shop," 11411 US Highway 431,"," Albertville,", AL , 35950
 Albertville,Joe's Pawn Shop," 11411 US Highway 431,"," Albertville,", AL , 35950
 Albertville,Henry J Leonard & Company," 704 Horton Rd,"," Albertville,", AL , 35950
 Alabaster,Paul's Diamond Ctr," 300 Colonial Promenade Pkwy Ste 300,"," Alabaster,", AL , 35007
 Alabaster,Scott's Jewelry & Pawn," 873 1st St N,"," Alabaster,", AL , 35007
 Alabaster,Paul's Diamond Center," 3582 Pelham Pkwy,"," Pelham,", AL , 35124
 Alabaster,Soleil," 2834 Pelham Pkwy Ste E,"," Pelham,", AL , 35124
 Alabaster,Temptations Jewelry Sales Inc," 999 Yeager Pkwy,"," Pelham,", AL , 35124
 Alabaster,Alabama Gold Refinery," 2969 Pelham Pkwy,"," Pelham,", AL , 35124
 Alabaster,Michael's Jewelry & Pawn," 205 W College St,"," Columbiana,", AL , 35051
 Alabaster,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Alabaster,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Alabaster,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Alabaster,Kay Jewelers," 4897 Promenade Pkwy Suite 109,"," Bessemer,", AL , 35022
 Akron,J & J Jewelry & Gift Shop," 1316 Main St,"," Greensboro,", AL , 36744
 Akron,J & J Jewelry & Gift Shop," 1013 Centerville St,"," Greensboro,", AL , 36744
 Akron,Tnt Coin Shop," 1212 Veterans Memorial Parkway , Tuscaloosa, AL 35404,"," Tuscaloosa,", AL , 35401
 Akron,Hudson Poole Jewelers Inc," 1111 Greensboro Ave,"," Tuscaloosa,", AL , 35401
 Akron,Gillis Jewelers," 1351 McFarland Blvd NE,"," Tuscaloosa,", AL , 35406
 Akron,Zales," 1701 McFarland Blvd E,"," Tuscaloosa,", AL , 35404
 Akron,Fincher & Ozment Jewelers," 1657 McFarland Blvd N Ste G3D,"," Tuscaloosa,", AL , 35406
 Akron,Kay Jewelers," 1701 McFarland Blvd E Unit 179,"," Tuscaloosa,", AL , 35404
 Akron,Everyday Indulgence," 2111 University Blvd,"," Tuscaloosa,", AL , 35401
 Akron,Charming Charlie," 1800 McFarland, Suite 117,"," Tuscaloosa,", AL , 35404
 Adger,Agnew Jewelers," 311 Main St Ste 109,"," Mulga,", AL , 35118
 Adger,Bizee Beads," 378 Dog Wood Ln,"," Quinton,", AL , 35130
 Adger,Diamonds & Onyx Inc," 324 3rd Way,"," Pleasant Grove,", AL , 35127
 Adger,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Adger,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Adger,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Adger,Kay Jewelers," 4897 Promenade Pkwy Suite 109,"," Bessemer,", AL , 35022
 Adger,April's Jewelry & Pawn," 4319 Bessemer Super Hwy,"," Bessemer,", AL , 35020
 Adger,J&K Collectibles," 3215 Long Avenue D,"," Bessemer,", AL , 35020
 Adger,Rebecca's Jewelry," 1825 13th Ave N,"," Bessemer,", AL , 35020
 Adger,My Jeweler," 1825 12th Ave N,"," Bessemer,", AL , 35020
 Adger,Wholesale Accessory Market," 4959 15th Street Rd,"," Bessemer,", AL , 35023
 Addison,Mitchell Billy C Jewelry," 1 County Road 101,"," Moulton,", AL , 35650
 Addison,Wilkerson's Diamonds," 14325 Court St,"," Moulton,", AL , 35650
 Addison,Sandy's Fine Jewelry & Gifts," 11227 Al Highway 157,"," Moulton,", AL , 35650
 Addison,Jewelry Tree," 183 James Rd,"," Hartselle,", AL , 35640
 Adamsville,Agnew Jewelers," 311 Main St Ste 109,"," Mulga,", AL , 35118
 Abbeville,Bradshaw's Manufacturing Jwlrs," 3850 W Main St # 602,"," Dothan,", AL , 36305
 Abernant,D & M Davis Inc," 2 Western RD,"," Woodstock,", AL , 35188
 Abernant,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Abernant,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Abernant,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Abernant,Kay Jewelers," 4897 Promenade Pkwy Suite 109,"," Bessemer,", AL , 35022
 Abernant,April's Jewelry & Pawn," 4319 Bessemer Super Hwy,"," Bessemer,", AL , 35020
 Abernant,J&K Collectibles," 3215 Long Avenue D,"," Bessemer,", AL , 35020
 Abernant,Rebecca's Jewelry," 1825 13th Ave N,"," Bessemer,", AL , 35020
 Abernant,My Jeweler," 1825 12th Ave N,"," Bessemer,", AL , 35020
 Abernant,Wholesale Accessory Market," 4959 15th Street Rd,"," Bessemer,", AL , 35023
 Abernant,James Jewelry Co," 217 19th St N,"," Bessemer,", AL , 35020
 Abernant,Rebecca's Jewelry," 1025 13th St N,"," Bessemer,", AL , 35020
 Boaz,King Arthur Clock & Jewelry," 10506 Al Highway 168,"," Boaz,", AL , 35957
 Boaz,Zales," 501 Elizabeth St,"," Boaz,", AL , 35957
 Boaz,Reflections By KK," 201 Elizabeth St,"," Boaz,", AL , 35957
 Boaz,Sand Mtn Pawn And Outdoors," Highway 431,"," Boaz,", AL , 35957
 Boaz,Sand Mountain Pawn," 12877 US Highway 431,"," Boaz,", AL , 35956
 Boaz,Attalla Pawn & Jewelry," 709 Gilbert Ferry Rd SE,"," Attalla,", AL , 35954
 Black,Ezell's Jewelry," 813 E Town Ave,"," Geneva,", AL , 36340
 Black,Ingrid's Jewelers," 1 Sansbury St,"," Daleville,", AL , 36322
 Black,Jacky Jewels & Creation," 7 Vita St,"," Daleville,", AL , 36322
 Black,Gold Temptations Jewelers Exchange," 620 S Daleville Ave,"," Daleville,", AL , 36322
 Black,Michael's Jewelers," 1404 Rucker Blvd,"," Enterprise,", AL , 36330
 Black,Strickland's Jewelers," 1036 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Black,Goldbench Jewelers," 646 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Black,Pawn Express Inc," 621 Boll Weevil Cir Ste 1A,"," Enterprise,", AL , 36330
 Black,Zales," 900 Commons Dr,"," Dothan,", AL , 36303
 Black,Kay Jewelers," 900 Commons Dr Suite 301,"," Dothan,", AL , 36303
 Blountsville,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Blountsville,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Blountsville,Oneonta Coin Exchange," 322 1st Ave E,"," Oneonta,", AL , 35121
 Blountsville,Shirley's Fine Jewelry," 307 1st Ave E,"," Oneonta,", AL , 35121
 Blountsville,Magnolia Jewelers," 204 N Brindlee Mountain Pkwy,"," Arab,", AL , 35016
 Blountsville,Arab Jewelry & Pawn Shop," 50 N Main St,"," Arab,", AL , 35016
 Blountsville,Doug Doggett Jewelers," 215 Compass Way SW,"," Cullman,", AL , 35055
 Blountsville,Kay Jewelers," 620 Olive St SW Space 100,"," Cullman,", AL , 35055
 Blountsville,White Ed Jewelers," 1704 2nd Ave NW,"," Cullman,", AL , 35055
 Blountsville,Designed by MIMI," 173 county road 704 lot 26,"," Cullman,", AL , 35055
 Blountsville,E-Z Mony Pawn Inc," 408 Main Ave SW,"," Cullman,", AL , 35055
 Blountsville,Gold Rush Jewelers," 404 2nd Ave NW,"," Cullman,", AL , 35055
 Billingsley,Edwards Jewelers," 617 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Morlyn's," 621 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Main Street Jewelers," 605 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Southern Valley Pawn," 701 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Bryan Jewelry," 1876 E Main St,"," Prattville,", AL , 36066
 Billingsley,Zales," 2324 Hilltop Farm Rd,"," Prattville,", AL , 36067
 Billingsley,Rick's Jewelers," 1992 Highway 14 E,"," Prattville,", AL , 36066
 Birmingham,Alabama Wholesale Diamonds," 1820 Tin Valley Cir,"," Birmingham,", AL , 35235
 Birmingham,We Buy Gold," 880 Brookwood Vlg,"," Birmingham,", AL , 35209
 Birmingham,Hoover Gold Buyer," 3659 Lorna Rd,"," Birmingham,", AL , 35216
 Birmingham,Cash America Pawn," 2017 Bessemer Rd,"," Birmingham,", AL , 35208
 Birmingham,Cash World Pawn," 5354 Highway 280,"," Birmingham,", AL , 35242
 Birmingham,Cash America Pawn," 9416 Parkway E,"," Birmingham,", AL , 35206
 Birmingham,Southeastern Jewelers Inc," 5299 Valleydale Rd,"," Birmingham,", AL , 35242
 Birmingham,Wilson Jewelry Co," 205 20th St N,"," Birmingham,", AL , 35203
 Birmingham,Bromberg And Co Inc," 131 Summit Pkwy,"," Birmingham,", AL , 35209
 Birmingham,ETC Jewelry Accessories," 2726 Cahaba Rd,"," Birmingham,", AL , 35223
 Bessemer,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Bessemer,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Bessemer,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Bessemer,Kay Jewelers," 4897 Promenade Pkwy Suite 109,"," Bessemer,", AL , 35022
 Bessemer,April's Jewelry & Pawn," 4319 Bessemer Super Hwy,"," Bessemer,", AL , 35020
 Bessemer,J&K Collectibles," 3215 Long Avenue D,"," Bessemer,", AL , 35020
 Bessemer,Rebecca's Jewelry," 1825 13th Ave N,"," Bessemer,", AL , 35020
 Bessemer,My Jeweler," 1825 12th Ave N,"," Bessemer,", AL , 35020
 Bessemer,Wholesale Accessory Market," 4959 15th Street Rd,"," Bessemer,", AL , 35023
 Bessemer,James Jewelry Co," 217 19th St N,"," Bessemer,", AL , 35020
 Bessemer,Rebecca's Jewelry," 1025 13th St N,"," Bessemer,", AL , 35020
 Bessemer,Heavenly Accessories," 1625 Faircrest Dr.,"," Bessemer,", AL , 35023
 Bellwood,Ingrid's Jewelers," 1 Sansbury St,"," Daleville,", AL , 36322
 Bellwood,Jacky Jewels & Creation," 7 Vita St,"," Daleville,", AL , 36322
 Bellwood,Gold Temptations Jewelers Exchange," 620 S Daleville Ave,"," Daleville,", AL , 36322
 Bellwood,Ezell's Jewelry," 813 E Town Ave,"," Geneva,", AL , 36340
 Bellwood,Michael's Jewelers," 1404 Rucker Blvd,"," Enterprise,", AL , 36330
 Bellwood,Strickland's Jewelers," 1036 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Bellwood,Goldbench Jewelers," 646 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Bellwood,Pawn Express Inc," 621 Boll Weevil Cir Ste 1A,"," Enterprise,", AL , 36330
 Bellwood,Christopher's Diamond & Jewelry Salon," 2373 S US Highway 231,"," Ozark,", AL , 36360
 Bellwood,Harbin Jewelers," 1394 S US Highway 231 Ste 7,"," Ozark,", AL , 36360
 Bellwood,Show Gun & Pawn Inc," 1120 Andrews Ave,"," Ozark,", AL , 36360
 Berry,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Berry,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Berry,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Berry,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Berry,ID EyeCandy," 33041 1st Ave. NW,"," Carbon Hill,", AL , 35549
 Belle Mina,Shea Leigh's Gifts At MEWS," 811 US Highway 72 W,"," Athens,", AL , 35611
 Belle Mina,Hobbs Jewelers," 571 US Highway 72 W,"," Athens,", AL , 35611
 Belle Mina,Bradfords Pawn & Gun," 314 S Marion St,"," Athens,", AL , 35611
 Belle Mina,Thomas Ruth Jeweler," 27512 US Highway 72,"," Athens,", AL , 35613
 Belle Mina,Osborne's Jewelers," 622 S Jefferson St,"," Athens,", AL , 35611
 Belle Mina,JCS 14 Karat," 1113 8th Ave SE,"," Decatur,", AL , 35601
 Belle Mina,Beltline Pawn And Jewelry," 901 Wimberly Dr SW,"," Decatur,", AL , 35603
 Belle Mina,JV's Pawn Shop," 1815-1 6th Ave Southeast,"," Decatur,", AL , 35601
 Belle Mina,Zales," 1801 Beltline Rd SW,"," Decatur,", AL , 35601
 Belk,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Belk,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Macee Leigh," 1151 Mount Hebron Road,"," Beaverton,", AL , 35544
 Belk,Gold Connection," 971 US Highway 43,"," Winfield,", AL , 35594
 Belk,Bead Shop," 25 Jackson Dr,"," Eldridge,", AL , 35554
 Belk,ID EyeCandy," 33041 1st Ave. NW,"," Carbon Hill,", AL , 35549
 Belk,Lee's Jewelry & Repair," 201 N Browder St,"," Columbus,", MS , 39702
 Bellamy,AVON eRepresentative," 101 Holliday Cir,"," Livingston,", AL , 35470
 Bellamy,It's Fashion," 965 US Highway 80 W Ste 1500,"," Demopolis,", AL , 36732
 Bellamy,The Gold Mine," 306 US Highway 80 E,"," Demopolis,", AL , 36732
 Bellamy,Jackson's On The Square," 105 N Mulberry Ave,"," Butler,", AL , 36904
 Bellamy,Kelley David," 2340 Timberlane Rd,"," Butler,", AL , 36904
 Bellamy,"LaBiche Jewelers, LLC"," 2212 8th St,"," Meridian,", MS , 39301
 Bellamy,24 Krt Inc," 4908 29th Ave,"," Meridian,", MS , 39305
 Bellamy,Jewelry Palace," 1300 Bonita Lakes Cir,"," Meridian,", MS , 39301
 Bellamy,Kay Jewelers," 1490 Bonita Lakes Cir,"," Meridian,", MS , 39301
 Beatrice,Fresh Produce," 1403 S Highway 21 Byp,"," Monroeville,", AL , 36460
 Beatrice,Alabama Precious Metal," 801 S Alabama Ave,"," Monroeville,", AL , 36460
 Beatrice,Johnson Jewelers," 56 E Claiborne St,"," Monroeville,", AL , 36460
 Beatrice,Hutcherson Jewelers," 23 Mayfield St,"," Monroeville,", AL , 36460
 Beatrice,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Beatrice,cottonwood," 118 Bruner Avenue,"," Evergreen,", AL , 36401
 Beatrice,AVON INDEPENDENT SALES REPRESENTATIVE," PO. Box 767,"," Excel,", AL , 36439
 Beatrice,K G Jewelry Repair," 116 W Commerce St,"," Greenville,", AL , 36037
 Beatrice,Mcferrins Jewelry," 114 E Commerce St,"," Greenville,", AL , 36037
 Beatrice,Young's Fashion," 116 Butler Sq,"," Greenville,", AL , 36037
 Beatrice,Lisenbe Jeweler," 25 Wilson Ave W,"," Thomasville,", AL , 36784
 Beaverton,Gold Connection," 971 US Highway 43,"," Winfield,", AL , 35594
 Beaverton,Vickie's Jewelry," 110 1st St SW,"," Hamilton,", AL , 35570
 Beaverton,Solid Gold Jewelers," 112 County Highway 1,"," Hamilton,", AL , 35570
 Beaverton,Town Square Jewelry & Gifts," 101 1st Ave SW,"," Hamilton,", AL , 35570
 Beaverton,Solid Gold Jewelers," 112 1st St SW,"," Hamilton,", AL , 35570
 Beaverton,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Beaverton,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Bear Creek,Gold Mine Jewelry," 1801 11th Ave,"," Haleyville,", AL , 35565
 Bear Creek,Dollar Pawn Shop," 1801 11th Ave,"," Haleyville,", AL , 35565
 Bear Creek,Jewels & Shelias," 326 Walker St,"," Hackleburg,", AL , 35564
 Bear Creek,Vickie's Jewelry," 110 1st St SW,"," Hamilton,", AL , 35570
 Bear Creek,Solid Gold Jewelers," 112 County Highway 1,"," Hamilton,", AL , 35570
 Bear Creek,Town Square Jewelry & Gifts," 101 1st Ave SW,"," Hamilton,", AL , 35570
 Bear Creek,Solid Gold Jewelers," 112 1st St SW,"," Hamilton,", AL , 35570
 Bear Creek,Artistic Jewelry & Repair," 15357 Highway 43,"," Russellville,", AL , 35653
 Bear Creek,"AVON - Jennifer Adams, Independent Sales Rep."," 14360 Hwy 43,"," Russellville,", AL , 35653
 Bear Creek,Gold Connection," 971 US Highway 43,"," Winfield,", AL , 35594
